Q17381,Q22250,geneid:180357,wormbase:WBGene00011524,pha-4,T06D8.3,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,D2YW11,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q9U344,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q9U345,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q8WQB8,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,D2YW10,geneid:180357,wormbase:WBGene00012306,pha-4,W06F12.2a,inferred_by_curator,15492775,Caenorhabditis_elegans,ORegAnno
Q17381,Q22235,geneid:180357,wormbase:WBGene00011480,pha-4,T05E11.3,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q19005,geneid:180357,wormbase:WBGene00017073,pha-4,D2096.6,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q93377,geneid:180357,wormbase:WBGene00008093,pha-4,Iron-1,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q23610,geneid:180357,wormbase:WBGene00022827,pha-4,ZK816.4,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,P41936,orf:F38A6.1|geneid:180357,wormbase:WBGene00000445,pha-4|F38A6.1,ceh-22,inferred_by_curator,14738885|11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q2V4U7,geneid:180357,wormbase:WBGene00006600,pha-4,tph-1,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,G5EED8,geneid:180357,wormbase:WBGene00006600,pha-4,tph-1,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
Q17381,Q21516,geneid:180357,wormbase:WBGene00010870,pha-4,M05B5.2,inferred_by_curator,11823633,Caenorhabditis_elegans,ORegAnno
