uniprot:P42003	uniprot:Q9XTN4	geneid:33529	geneid:31665	uniprot:"Mad"("protein name")	uniprot:"brk"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18506030|pubmed:17610966	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_brk:REDFLY:TF001895"|redfly:"Mad_brk:REDFLY:TF001867"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:Q9VD99	geneid:33529	-	uniprot:"Mad"("protein name")	uniprot:"C15"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:17092951	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_C15:REDFLY:TF001697"|redfly:"Mad_C15:REDFLY:TF001699"|redfly:"Mad_C15:REDFLY:TF001695"|redfly:"Mad_C15:REDFLY:TF001698"|redfly:"Mad_C15:REDFLY:TF001696"|redfly:"Mad_C15:REDFLY:TF001700"|redfly:"Mad_C15:REDFLY:TF001694"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:Q7JQ85	geneid:33529	-	uniprot:"Mad"("protein name")	uniprot:"C15"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:17092951	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_C15:REDFLY:TF001697"|redfly:"Mad_C15:REDFLY:TF001699"|redfly:"Mad_C15:REDFLY:TF001695"|redfly:"Mad_C15:REDFLY:TF001698"|redfly:"Mad_C15:REDFLY:TF001696"|redfly:"Mad_C15:REDFLY:TF001700"|redfly:"Mad_C15:REDFLY:TF001694"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:Q7KS72	geneid:33529	geneid:42544	uniprot:"Mad"("protein name")	uniprot:"C15"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:17092951	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_C15:REDFLY:TF001697"|redfly:"Mad_C15:REDFLY:TF001699"|redfly:"Mad_C15:REDFLY:TF001695"|redfly:"Mad_C15:REDFLY:TF001698"|redfly:"Mad_C15:REDFLY:TF001696"|redfly:"Mad_C15:REDFLY:TF001700"|redfly:"Mad_C15:REDFLY:TF001694"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:Q8SZT4	geneid:33529	-	uniprot:"Mad"("protein name")	uniprot:"Dad"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:20010841	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_Dad:REDFLY:TF001377"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:O15968	geneid:33529	-	uniprot:"Mad"("protein name")	uniprot:"Dad"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:20010841	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_Dad:REDFLY:TF001377"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:Q5U110	geneid:33529	geneid:42059	uniprot:"Mad"("protein name")	uniprot:"Dad"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:20010841	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_Dad:REDFLY:TF001377"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:P20009	geneid:33529	geneid:37973	uniprot:"Mad"("protein name")	uniprot:"Dll"("protein name")	psi-mi:"MI:0045"("experimental interaction detection")	-	pubmed:18194655	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_Dll:REDFLY:TF001887"|redfly:"Mad_Dll:REDFLY:TF001888"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:P07713	geneid:33529	geneid:33432	uniprot:"Mad"("protein name")	uniprot:"dpp"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18068697	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_dpp:REDFLY:TF001882"|redfly:"Mad_dpp:REDFLY:TF001883"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:P14003	geneid:33529	geneid:38995	uniprot:"Mad"("protein name")	uniprot:"h"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15128656	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_h:REDFLY:TF001768"|redfly:"Mad_h:REDFLY:TF001769"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:P42003	uniprot:P39770	geneid:33529	geneid:34569	uniprot:"Mad"("protein name")	uniprot:"salm"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:17855427	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Mad_salm:REDFLY:TF001701"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q9U010	uniprot:Q10714	-	geneid:34805	uniprot:"Med"("protein name")	uniprot:"Ance"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")|psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15341741|pubmed:15728670	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_Ance:REDFLY:TF001336"|redfly:"Med_Ance:REDFLY:TF001334"|redfly:"Med_Ance:REDFLY:TF001331"|redfly:"Med_Ance:REDFLY:TF001703"|redfly:"Med_Ance:REDFLY:TF001702"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q8IMG6	uniprot:Q10714	geneid:43725	geneid:34805	uniprot:"Med"("protein name")	uniprot:"Ance"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")|psi-mi:"MI:0364"("inferred by curator")|psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15728670|pubmed:15341741	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")|pubmed:26578589("ORegAnno")	redfly:"Med_Ance:REDFLY:TF001336"|oreganno:OREG0001875|oreganno:OREG0001877|redfly:"Med_Ance:REDFLY:TF001334"|redfly:"Med_Ance:REDFLY:TF001331"|redfly:"Med_Ance:REDFLY:TF001703"|redfly:"Med_Ance:REDFLY:TF001702"|oreganno:OREG0001801	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O76259	uniprot:Q10714	-	geneid:34805	uniprot:"Med"("protein name")	uniprot:"Ance"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")|psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15341741|pubmed:15728670	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_Ance:REDFLY:TF001336"|redfly:"Med_Ance:REDFLY:TF001334"|redfly:"Med_Ance:REDFLY:TF001331"|redfly:"Med_Ance:REDFLY:TF001703"|redfly:"Med_Ance:REDFLY:TF001702"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O61458	uniprot:Q10714	-	geneid:34805	uniprot:"Med"("protein name")	uniprot:"Ance"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")|psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15341741|pubmed:15728670	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_Ance:REDFLY:TF001336"|redfly:"Med_Ance:REDFLY:TF001334"|redfly:"Med_Ance:REDFLY:TF001331"|redfly:"Med_Ance:REDFLY:TF001703"|redfly:"Med_Ance:REDFLY:TF001702"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O77069	uniprot:Q10714	-	geneid:34805	uniprot:"Med"("protein name")	uniprot:"Ance"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")|psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15341741|pubmed:15728670	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_Ance:REDFLY:TF001336"|redfly:"Med_Ance:REDFLY:TF001334"|redfly:"Med_Ance:REDFLY:TF001331"|redfly:"Med_Ance:REDFLY:TF001703"|redfly:"Med_Ance:REDFLY:TF001702"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q7KPL1	uniprot:Q10714	-	geneid:34805	uniprot:"Med"("protein name")	uniprot:"Ance"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")|psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15341741|pubmed:15728670	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_Ance:REDFLY:TF001336"|redfly:"Med_Ance:REDFLY:TF001334"|redfly:"Med_Ance:REDFLY:TF001331"|redfly:"Med_Ance:REDFLY:TF001703"|redfly:"Med_Ance:REDFLY:TF001702"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O62609	uniprot:Q10714	geneid:43725	geneid:34805	uniprot:"Med"("protein name")	uniprot:"Ance"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")|psi-mi:"MI:0364"("inferred by curator")|psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:15728670|pubmed:15341741	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")|pubmed:26578589("ORegAnno")	redfly:"Med_Ance:REDFLY:TF001336"|oreganno:OREG0001875|oreganno:OREG0001877|redfly:"Med_Ance:REDFLY:TF001334"|redfly:"Med_Ance:REDFLY:TF001331"|redfly:"Med_Ance:REDFLY:TF001703"|redfly:"Med_Ance:REDFLY:TF001702"|oreganno:OREG0001801	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q9U010	uniprot:P22809	-	geneid:42537	uniprot:"Med"("protein name")	uniprot:"bap"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")	-	pubmed:15750188	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_bap:REDFLY:TF001783"|redfly:"Med_bap:REDFLY:TF001785"|redfly:"Med_bap:REDFLY:TF001784"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q8IMG6	uniprot:P22809	geneid:43725	geneid:42537	uniprot:"Med"("protein name")	uniprot:"bap"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")	-	pubmed:15750188	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_bap:REDFLY:TF001783"|redfly:"Med_bap:REDFLY:TF001785"|redfly:"Med_bap:REDFLY:TF001784"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O76259	uniprot:P22809	-	geneid:42537	uniprot:"Med"("protein name")	uniprot:"bap"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")	-	pubmed:15750188	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_bap:REDFLY:TF001783"|redfly:"Med_bap:REDFLY:TF001785"|redfly:"Med_bap:REDFLY:TF001784"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O61458	uniprot:P22809	-	geneid:42537	uniprot:"Med"("protein name")	uniprot:"bap"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")	-	pubmed:15750188	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_bap:REDFLY:TF001783"|redfly:"Med_bap:REDFLY:TF001785"|redfly:"Med_bap:REDFLY:TF001784"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O77069	uniprot:P22809	-	geneid:42537	uniprot:"Med"("protein name")	uniprot:"bap"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")	-	pubmed:15750188	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_bap:REDFLY:TF001783"|redfly:"Med_bap:REDFLY:TF001785"|redfly:"Med_bap:REDFLY:TF001784"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q7KPL1	uniprot:P22809	-	geneid:42537	uniprot:"Med"("protein name")	uniprot:"bap"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")	-	pubmed:15750188	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_bap:REDFLY:TF001783"|redfly:"Med_bap:REDFLY:TF001785"|redfly:"Med_bap:REDFLY:TF001784"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O62609	uniprot:P22809	geneid:43725	geneid:42537	uniprot:"Med"("protein name")	uniprot:"bap"("protein name")	psi-mi:"MI:0606"("DNase I footprinting")	-	pubmed:15750188	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_bap:REDFLY:TF001783"|redfly:"Med_bap:REDFLY:TF001785"|redfly:"Med_bap:REDFLY:TF001784"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q9U010	uniprot:Q960G9	-	-	uniprot:"Med"("protein name")	uniprot:"brk"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18506030|pubmed:17610966	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_brk:REDFLY:TF001868"|redfly:"Med_brk:REDFLY:TF001896"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q9U010	uniprot:Q9XTN4	-	geneid:31665	uniprot:"Med"("protein name")	uniprot:"brk"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18506030|pubmed:17610966	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_brk:REDFLY:TF001868"|redfly:"Med_brk:REDFLY:TF001896"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q8IMG6	uniprot:Q960G9	geneid:43725	-	uniprot:"Med"("protein name")	uniprot:"brk"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18506030|pubmed:17610966	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_brk:REDFLY:TF001868"|redfly:"Med_brk:REDFLY:TF001896"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:Q8IMG6	uniprot:Q9XTN4	geneid:43725	geneid:31665	uniprot:"Med"("protein name")	uniprot:"brk"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18506030|pubmed:17610966	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_brk:REDFLY:TF001868"|redfly:"Med_brk:REDFLY:TF001896"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O76259	uniprot:Q960G9	-	-	uniprot:"Med"("protein name")	uniprot:"brk"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18506030|pubmed:17610966	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_brk:REDFLY:TF001868"|redfly:"Med_brk:REDFLY:TF001896"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
uniprot:O76259	uniprot:Q9XTN4	-	geneid:31665	uniprot:"Med"("protein name")	uniprot:"brk"("protein name")	psi-mi:"MI:0413"("electrophoretic mobility shift assay")	-	pubmed:18506030|pubmed:17610966	taxid:7227("Drosophila melanogaster")	taxid:7227("Drosophila melanogaster")	psi-mi:"MI:2232"("molecular association")	pubmed:20965965("REDfly")	redfly:"Med_brk:REDFLY:TF001868"|redfly:"Med_brk:REDFLY:TF001896"	-	-	psi-mi:"MI:2274"("regulator")	psi-mi:"MI:2275"("regulator target")	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0499"( "unspecified role" )	psi-mi:"MI:0326"("protein")	psi-mi:"MI:0250"("gene")	-	-	-	-	-	-	-	-	2017/05/01	2019/05/20	-	-	-	-	-	-	-	-	-	-	-	-	-	-
