uniprotAC.tf,uniprotAC.target,otherAC.tf,otherAC.target,name.tf,name.target,detection.method,pubmedAC,organism,source.database
P25046,P0CX20,852184,851189;852158;854577,ROX3,YRF1-1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CL41,852184,,ROX3,YJ255_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40442,852184,854637,ROX3,YIQ9_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CF22,852184,,ROX3,SDL1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CF21,852184,,ROX3,YI168_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CH08,852184,853969;854658,ROX3,RPL40A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40457,852184,854657,ROX3,MLP2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P26784,852184,854673,ROX3,RPL16A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40472,852184,854683,ROX3,SIM1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40474,852184,854685,ROX3,QDR2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q00245,852184,854688,ROX3,RHO3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P23250,852184,854687,ROX3,RPI1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q2V2P5,852184,3799974,ROX3,YI102_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40488,852184,854704,ROX3,YIK2_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40494,852184,854713,ROX3,PRK1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40493,852184,854711,ROX3,BMT5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P04801,852184,854732,ROX3,THS1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40188,852184,854753,ROX3,RGI2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40520,852184,,ROX3,YIF9_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40522,852184,854755,ROX3,VHR1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P41277,852184,854758,ROX3,GPP1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40524,852184,854757,ROX3,YIF4_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40523,852184,854756,ROX3,YIF5_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40525,852184,854759,ROX3,RPL34B,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40186,852184,854761,ROX3,PCL7,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40539,852184,,ROX3,YIC8_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40318,852184,854781,ROX3,SSM4,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40545,852184,854792,ROX3,HIS6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX46,852184,850590;854794,ROX3,RPL2B,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40549,852184,854801,ROX3,MNT3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q02598,852184,854799,ROX3,YI014_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q03096,852184,854806,ROX3,EST3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40566,852184,854824,ROX3,YIS7_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32521,852184,854822,ROX3,PAN1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q3E7Z3,852184,1466494,ROX3,YI018_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40588,852184,,ROX3,YIW4_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39971,852184,856633,ROX3,YEI6_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39972,852184,856634,ROX3,YEI5_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX16,852184,851185;856632,ROX3,YE076_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39982,852184,,ROX3,HHY1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P09232,852184,856649,ROX3,PRB1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P38628,852184,856652,ROX3,PCM1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX53,852184,852026;856656,ROX3,RPL12A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32612,852184,856662,ROX3,PAU2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32611,852184,856660,ROX3,RML2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32617,852184,856667,ROX3,IES6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P37303,852184,856665,ROX3,GLY1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32618,852184,856668,ROX3,YEF3_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32633,852184,856678,ROX3,MTC7,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32629,852184,856675,ROX3,ANP1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P24279,852184,856680,ROX3,MCM3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P23301,852184,856677,ROX3,HYP2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32630,852184,856676,ROX3,UTR5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q02217,852184,,ROX3,YE034_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P25515,852184,856686,ROX3,VMA3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39990,852184,856687,ROX3,SNU13,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39992,852184,856690,ROX3,YEC3_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39993,852184,856691,ROX3,GEA2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0C5M6,852184,,ROX3,YE020_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,A0A023PYD9,852184,,ROX3,YE018_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39994,852184,856694,ROX3,YEC0_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39996,852184,856698,ROX3,GTT3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P38632,852184,856695,ROX3,MMS21,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40975,852184,856697,ROX3,PMP2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32775,852184,856705,ROX3,GLC3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P28263,852184,856704,ROX3,UBC8,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40000,852184,,ROX3,YEB0_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40001,852184,,ROX3,YEA8_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,A0A023PZF2,852184,,ROX3,YE009_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P03069,852184,856709,ROX3,GCN4,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40002,852184,856711,ROX3,MIT1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGP3,852184,,ROX3,YE008_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P10863,852184,856729,ROX3,TIR1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40011,852184,856728,ROX3,RRAAH_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P22141,852184,856731,ROX3,PRE1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P24384,852184,856732,ROX3,PRP22,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q6Q560,852184,856774,ROX3,ISD11,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40032,852184,856775,ROX3,TPA1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40041,852184,856793,ROX3,VHR2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P28240,852184,856794,ROX3,ICL1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40042,852184,856796,ROX3,RRT13,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX31,852184,854741;856805,ROX3,RPS24A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q3E834,852184,856806,ROX3,YOS1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,A0A023PXJ3,852184,,ROX3,YE76A_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40048,852184,856807,ROX3,PTP3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40059,852184,856822,ROX3,DOT6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGR4,852184,,ROX3,YE088_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40062,852184,,ROX3,YES7_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39967,852184,856835,ROX3,UBP9,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40072,852184,856852,ROX3,SLX8,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q01684,852184,856851,ROX3,SPR6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX42,852184,852191;856853,ROX3,RPL23B,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39959,852184,856867,ROX3,YEW0_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39939,852184,856868,ROX3,RPS26B,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32634,852184,856869,ROX3,PMD1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32598,852184,856870,ROX3,GLC7,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,A0A023PZC3,852184,,ROX3,YE133_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40082,852184,,ROX3,YEW5_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39958,852184,856876,ROX3,GDI1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40081,852184,856873,ROX3,MGDP1_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40083,852184,856877,ROX3,YEW7_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40089,852184,856889,ROX3,LSM5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39944,852184,856887,ROX3,UBP5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40088,852184,856888,ROX3,FTR1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40091,852184,856892,ROX3,PEA2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGR3,852184,,ROX3,YE158_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40095,852184,856903,ROX3,YEY8_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40096,852184,856904,ROX3,BUR6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39956,852184,856916,ROX3,RPH1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P21269,852184,856915,ROX3,CCA1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P16387,852184,856925,ROX3,PDA1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P29311,852184,856924,ROX3,BMH1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q3E784,852184,856928,ROX3,SLO1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40098,852184,856931,ROX3,FMP10,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32645,852184,856927,ROX3,ISC10,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43539,852184,850479,ROX3,YFG5_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43540,852184,850480,ROX3,YFG4_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43542,852184,850482,ROX3,COS4,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43541,852184,,ROX3,YFG3_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43564,852184,850510,ROX3,YFD4_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P56628,852184,850509,ROX3,RPL22B,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43563,852184,850508,ROX3,MOB2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43570,852184,850517,ROX3,GYP8,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43574,852184,850523,ROX3,GAT1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P15625,852184,850522,ROX3,FRS2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43576,852184,,ROX3,YFB9_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43575,852184,850524,ROX3,PAU5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P35191,852184,850530,ROX3,MDJ1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q03187,852184,,ROX3,YF013_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P22943,852184,850532,ROX3,HSP12,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P40965,852184,850545,ROX3,MSH4,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX63,852184,850548;853067,ROX3,TY2B-F,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX61,852184,850547;853066,ROX3,TY2A-F,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43591,852184,850558,ROX3,YFH7,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43535,852184,850561,ROX3,GCN20,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0C5M9,852184,,ROX3,YF009_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43594,852184,850563,ROX3,MIC19,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43595,852184,850565,ROX3,DCV1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q3E838,852184,850566,ROX3,YF012_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43597,852184,850570,ROX3,YFI6_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43600,852184,850576,ROX3,YFJ0_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43603,852184,850580,ROX3,LSB3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P38635,852184,850581,ROX3,HIS2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q00684,852184,850585,ROX3,CDC14,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43606,852184,850587,ROX3,PTR3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P38989,852184,850589,ROX3,SMC2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX45,852184,850590;854794,ROX3,RPL2A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P14724,852184,850597,ROX3,CDC26,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGU2,852184,1466402,ROX3,YF032_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P05747,852184,850592,ROX3,RPL29,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGR2,852184,,ROX3,YF034_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P00127,852184,850593,ROX3,QCR6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43608,852184,850595,ROX3,YFK5_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,A0A023PZD0,852184,,ROX3,YF036_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P07270,852184,850594,ROX3,PHO4,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53058,852184,852634,ROX3,VEL1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q92316,852184,852625,ROX3,OST5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53090,852184,852672,ROX3,ARO8,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P09620,852184,852670,ROX3,KEX1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53093,852184,852676,ROX3,YIP4,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53091,852184,852673,ROX3,MCM6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGU1,852184,1466453,ROX3,YG188_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39938,852184,852686,ROX3,RPS26A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q00362,852184,852685,ROX3,CDC55,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P39016,852184,852697,ROX3,MPT5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53105,852184,,ROX3,YGS7_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P43637,852184,852696,ROX3,TOS3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P45820,852184,852708,ROX3,HUR1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32579,852184,852707,ROX3,SUA5,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P45819,852184,852705,ROX3,SPO74,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P38622,852184,852719,ROX3,RCK1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53124,852184,852743,ROX3,PCL10,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53123,852184,852741,ROX3,MRM2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P0CX44,852184,852742;855881,ROX3,RPL1B,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P25443,852184,852754,ROX3,RPS2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53129,852184,852753,ROX3,MON1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGP1,852184,,ROX3,YG123_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53133,852184,852761,ROX3,YGL7_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P02406,852184,852775,ROX3,RPL28,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53142,852184,852774,ROX3,VPS73,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53144,852184,852777,ROX3,YGK1_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P21827,852184,852782,ROX3,SRM1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53147,852184,852783,ROX3,TOS8,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P05737,852184,852804,ROX3,RPL7A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P22149,852184,852809,ROX3,AFT1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53161,852184,,ROX3,YGH2_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P21147,852184,852825,ROX3,OLE1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53172,852184,852824,ROX3,SDS23,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53175,852184,,ROX3,YGF2_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53174,852184,852828,ROX3,PRM8,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53173,852184,852826,ROX3,ERV14,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53177,852184,852832,ROX3,TYW3,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53179,852184,852837,ROX3,RIM8,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q01939,852184,852834,ROX3,RPT6,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53183,852184,852844,ROX3,YGD9_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53188,852184,852854,ROX3,CGR1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P14120,852184,852853,ROX3,RPL30,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32781,852184,852851,ROX3,AGA2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P04449,852184,852852,ROX3,RPL24A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53189,852184,852856,ROX3,SCW11,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53194,852184,,ROX3,BRP1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P05030,852184,852876,ROX3,PMA1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q3E802,852184,1466456,ROX3,YG006_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q8TGU0,852184,1466455,ROX3,YG007_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P38929,852184,852878,ROX3,PMC1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P32334,852184,852897,ROX3,MSB2,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53216,852184,,ROX3,YG1H_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53217,852184,852910,ROX3,YG1I_YEAST,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q12085,852184,852912,ROX3,TY1A-GR1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q3E792,852184,852911,ROX3,RPS25A,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,Q12141,852184,852913,ROX3,TY1B-GR1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P27882,852184,852916,ROX3,ERV1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P28737,852184,852915,ROX3,MSP1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53219,852184,852919,ROX3,IMO32,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53221,852184,852922,ROX3,RPL26B,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P53220,852184,852921,ROX3,TIM21,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
P25046,P31787,852184,852925,ROX3,ACB1,chromatin immunoprecipitation assay,27924024,Saccharomyces cerevisiae,GTRD
