PPQ1,P32945,855923,target gene,Saccharomyces cerevisiae
MET7,Q08645,854415,target gene,Saccharomyces cerevisiae
RER1,P25560,850354,target gene,Saccharomyces cerevisiae
SPE1,P08432,853651,target gene,Saccharomyces cerevisiae
2NDP_YEAST,P47177,853614,target gene,Saccharomyces cerevisiae
RTC1,Q08281,853982,target gene,Saccharomyces cerevisiae
SPO74,P45819,852705,target gene,Saccharomyces cerevisiae
YO08A_YEAST,Q3E7B9,854171,target gene,Saccharomyces cerevisiae
BDH1,P39714,851239,target gene,Saccharomyces cerevisiae
AAH1,P53909,855581,target gene,Saccharomyces cerevisiae
DUG3,P53871,855530,target gene,Saccharomyces cerevisiae
ENA5,Q12691,851608,target gene,Saccharomyces cerevisiae
FPR4,Q06205,851170,target gene,Saccharomyces cerevisiae
TFS1,P14306,850875,target gene,Saccharomyces cerevisiae
PIM1,P36775,852259,target gene,Saccharomyces cerevisiae
YJU6_YEAST,P39529,853224,target gene,Saccharomyces cerevisiae
SMF1,P38925,854027,target gene,Saccharomyces cerevisiae
YRB2,P40517,854747,target gene,Saccharomyces cerevisiae
TDA4,P47153,853580,target gene,Saccharomyces cerevisiae
LAS1,P36146,853937,target gene,Saccharomyces cerevisiae
CTK3,P46963,854928,target gene,Saccharomyces cerevisiae
YEV1_YEAST,P40076,856858,target gene,Saccharomyces cerevisiae
FET3,P38993,855080,target gene,Saccharomyces cerevisiae
HRK1,Q08732,854441,target gene,Saccharomyces cerevisiae
PHM7,Q12252,854070,target gene,Saccharomyces cerevisiae
RPL42B,P0CX28,855560;856544,target gene,Saccharomyces cerevisiae
ZDS2,P54786,854931,target gene,Saccharomyces cerevisiae
EXO84,P38261,852398,target gene,Saccharomyces cerevisiae
AVT3,P36062,853710,target gene,Saccharomyces cerevisiae
ERS1,P17261,850438,target gene,Saccharomyces cerevisiae
SFI1,Q12369,850657,target gene,Saccharomyces cerevisiae
TCB1,Q12466,854253,target gene,Saccharomyces cerevisiae
YD514_YEAST,Q04408,852126,target gene,Saccharomyces cerevisiae
SDH1,Q00711,853709,target gene,Saccharomyces cerevisiae
YD089_YEAST,P38966,851663,target gene,Saccharomyces cerevisiae
ILV3,P39522,853473,target gene,Saccharomyces cerevisiae
TDA3,P38758,856400,target gene,Saccharomyces cerevisiae
PDR5,P33302,854324,target gene,Saccharomyces cerevisiae
ZRG8,P40021,856755,target gene,Saccharomyces cerevisiae
SNA4,Q07549,851434,target gene,Saccharomyces cerevisiae
YIG1,Q08956,855900,target gene,Saccharomyces cerevisiae
YL173_YEAST,Q06247,850870,target gene,Saccharomyces cerevisiae
ALE1,Q08548,854346,target gene,Saccharomyces cerevisiae
HFM1,P51979,852641,target gene,Saccharomyces cerevisiae
SPS1,P08458,852135,target gene,Saccharomyces cerevisiae
HLJ1,P48353,855196,target gene,Saccharomyces cerevisiae
MIX14,Q04341,851595,target gene,Saccharomyces cerevisiae
MRPL7,P36519,851823,target gene,Saccharomyces cerevisiae
KSS1,P14681,852931,target gene,Saccharomyces cerevisiae
YL302_YEAST,O13544,-,target gene,Saccharomyces cerevisiae
LSM2,P38203,852255,target gene,Saccharomyces cerevisiae
NPP2,P39997,856699,target gene,Saccharomyces cerevisiae
YN67B_YEAST,Q3E767,1466514,target gene,Saccharomyces cerevisiae
PSF1,Q12488,851576,target gene,Saccharomyces cerevisiae
PET122,P10355,856897,target gene,Saccharomyces cerevisiae
DIN7,Q12086,851856,target gene,Saccharomyces cerevisiae
SVF1,Q05515,851947,target gene,Saccharomyces cerevisiae
UBC1,P21734,851757,target gene,Saccharomyces cerevisiae
IRC4,Q03036,852153,target gene,Saccharomyces cerevisiae
TMA7,Q3E764,850967,target gene,Saccharomyces cerevisiae
PBI2,P0CT04,855717,target gene,Saccharomyces cerevisiae
FPR2,P32472,852131,target gene,Saccharomyces cerevisiae
YL379_YEAST,O13579,-,target gene,Saccharomyces cerevisiae
IZH1,Q03419,852102,target gene,Saccharomyces cerevisiae
RBD2,Q12270,855830,target gene,Saccharomyces cerevisiae
YM158_YEAST,Q6B0X2,-,target gene,Saccharomyces cerevisiae
GFA1,P14742,853757,target gene,Saccharomyces cerevisiae
YNK8_YEAST,P53929,855615,target gene,Saccharomyces cerevisiae
GWT1,P47026,853354,target gene,Saccharomyces cerevisiae
POM33,Q12164,850637,target gene,Saccharomyces cerevisiae
APL3,P38065,852243,target gene,Saccharomyces cerevisiae
YD366_YEAST,P87287,851972,target gene,Saccharomyces cerevisiae
RPS10B,P46784,855270,target gene,Saccharomyces cerevisiae
ECM21,P38167,852173,target gene,Saccharomyces cerevisiae
ECM11,Q04110,852057,target gene,Saccharomyces cerevisiae
ESL2,P36168,853971,target gene,Saccharomyces cerevisiae
CIT3,P43635,856107,target gene,Saccharomyces cerevisiae
NDC1,P32500,854977,target gene,Saccharomyces cerevisiae
PRS2,P38620,856836,target gene,Saccharomyces cerevisiae
YO106_YEAST,Q08241,-,target gene,Saccharomyces cerevisiae
RPL43B,P0CX26,853557;856156,target gene,Saccharomyces cerevisiae
BIG1,P38813,856501,target gene,Saccharomyces cerevisiae
YK13_YEAST,P36128,-,target gene,Saccharomyces cerevisiae
TOS1,P38288,852459,target gene,Saccharomyces cerevisiae
SEH1,P53011,852778,target gene,Saccharomyces cerevisiae
URM1,P40554,854809,target gene,Saccharomyces cerevisiae
SDC1,Q03323,852080,target gene,Saccharomyces cerevisiae
MET10,P39692,850588,target gene,Saccharomyces cerevisiae
TY1A-BR,Q12217,852298,target gene,Saccharomyces cerevisiae
YD535_YEAST,Q04434,-,target gene,Saccharomyces cerevisiae
PSY4,P38193,852234,target gene,Saccharomyces cerevisiae
GAS1,P22146,855355,target gene,Saccharomyces cerevisiae
SMC6,Q12749,851099,target gene,Saccharomyces cerevisiae
PAU7,P39545,851275,target gene,Saccharomyces cerevisiae
ANT1,Q06497,856246,target gene,Saccharomyces cerevisiae
YD210_YEAST,Q03482,851790,target gene,Saccharomyces cerevisiae
TY1A-PL,P0CX73,850854;851970;855816;856880,target gene,Saccharomyces cerevisiae
YBR4_YEAST,P38240,-,target gene,Saccharomyces cerevisiae
ASP3-3,P0CX78,850850;850852;850855;850857,target gene,Saccharomyces cerevisiae
END3,P39013,855640,target gene,Saccharomyces cerevisiae
METW_YEAST,Q12198,850668,target gene,Saccharomyces cerevisiae
RKM2,Q03942,851779,target gene,Saccharomyces cerevisiae
YGU3_YEAST,P53097,852682,target gene,Saccharomyces cerevisiae
GTB1,Q04924,851807,target gene,Saccharomyces cerevisiae
SNM1,P40993,852089,target gene,Saccharomyces cerevisiae
RKM4,Q12504,851844,target gene,Saccharomyces cerevisiae
YCQ6_YEAST,P25617,850375,target gene,Saccharomyces cerevisiae
SRB8,P25648,850442,target gene,Saccharomyces cerevisiae
ESS1,P22696,853475,target gene,Saccharomyces cerevisiae
IBA57,P47158,853586,target gene,Saccharomyces cerevisiae
SAW1,P39735,851206,target gene,Saccharomyces cerevisiae
YD278_YEAST,Q05612,-,target gene,Saccharomyces cerevisiae
YCT9_YEAST,P25629,-,target gene,Saccharomyces cerevisiae
YNT5_YEAST,P40168,855526,target gene,Saccharomyces cerevisiae
DUG1,P43616,850605,target gene,Saccharomyces cerevisiae
PER1,P25625,850411,target gene,Saccharomyces cerevisiae
IFH1,P39520,850920.0,transcription factor,Saccharomyces cerevisiae
SFT2,P38166,852172,target gene,Saccharomyces cerevisiae
MDR1,P53258,852992,target gene,Saccharomyces cerevisiae
MCM21,Q06675,851916,target gene,Saccharomyces cerevisiae
SPO22,P40511,854737,target gene,Saccharomyces cerevisiae
GDH3,P39708,851237,target gene,Saccharomyces cerevisiae
RPL33A,P05744,855960,target gene,Saccharomyces cerevisiae
UFD2,P54860,851337,target gene,Saccharomyces cerevisiae
GPI15,P53961,855690,target gene,Saccharomyces cerevisiae
YD008_YEAST,A0A023PZ99,-,target gene,Saccharomyces cerevisiae
ADH2,P00331,855349,target gene,Saccharomyces cerevisiae
BRE1,Q07457,851485,target gene,Saccharomyces cerevisiae
YBK0_YEAST,P38168,-,target gene,Saccharomyces cerevisiae
PIN4,P34217,852229,target gene,Saccharomyces cerevisiae
FPR3,P38911,854901,target gene,Saccharomyces cerevisiae
YNW8_YEAST,P53862,-,target gene,Saccharomyces cerevisiae
YKF3_YEAST,P35733,-,target gene,Saccharomyces cerevisiae
LRO1,P40345,855742,target gene,Saccharomyces cerevisiae
YO037_YEAST,Q08205,-,target gene,Saccharomyces cerevisiae
RCR2,Q03446,851566,target gene,Saccharomyces cerevisiae
BUD2,P33314,853770,target gene,Saccharomyces cerevisiae
YD094_YEAST,Q07509,-,target gene,Saccharomyces cerevisiae
RTC5,Q12108,854285,target gene,Saccharomyces cerevisiae
YFG6_YEAST,P43538,850478,target gene,Saccharomyces cerevisiae
TPO1,Q07824,850631,target gene,Saccharomyces cerevisiae
COX9,P07255,851492,target gene,Saccharomyces cerevisiae
CDC6,P09119,853244,target gene,Saccharomyces cerevisiae
MOT1,P32333,856023,target gene,Saccharomyces cerevisiae
SCC4,P40090,856890,target gene,Saccharomyces cerevisiae
SCC2,Q04002,851761,target gene,Saccharomyces cerevisiae
HMRA1,P0CY11,850459,target gene,Saccharomyces cerevisiae
YSC83,P32792,856410,target gene,Saccharomyces cerevisiae
ERV25,P54837,854997,target gene,Saccharomyces cerevisiae
KEX2,P13134,855483,target gene,Saccharomyces cerevisiae
MEC1,P38111,852433,target gene,Saccharomyces cerevisiae
YG122_YEAST,P0C5N2,-,target gene,Saccharomyces cerevisiae
OST6,Q03723,854989,target gene,Saccharomyces cerevisiae
COX15,P40086,856884,target gene,Saccharomyces cerevisiae
YD206_YEAST,Q12424,851321,target gene,Saccharomyces cerevisiae
YP039_YEAST,Q03080,856068,target gene,Saccharomyces cerevisiae
EFM6,P53970,855707,target gene,Saccharomyces cerevisiae
AFG1,P32317,856658,target gene,Saccharomyces cerevisiae
YRF1-8,P0CX22,851189;852158;854577,target gene,Saccharomyces cerevisiae
MSE1,P48525,854124,target gene,Saccharomyces cerevisiae
ATG32,P40458,854660,target gene,Saccharomyces cerevisiae
RUB1,Q03919,851717,target gene,Saccharomyces cerevisiae
COX6,P00427,856448,target gene,Saccharomyces cerevisiae
TYE7,P33122,854525,transcription factor,Saccharomyces cerevisiae
RIA1,P53893,855558,target gene,Saccharomyces cerevisiae
YBJ6_YEAST,P38171,-,target gene,Saccharomyces cerevisiae
HDA3,Q06623,856309,target gene,Saccharomyces cerevisiae
PTI1,P39927,853060,target gene,Saccharomyces cerevisiae
YM242_YEAST,Q8TGS6,1466505,target gene,Saccharomyces cerevisiae
JJJ3,P47138,853560,target gene,Saccharomyces cerevisiae
RFA3,P26755,853266,target gene,Saccharomyces cerevisiae
SNZ2,P53824,855383,target gene,Saccharomyces cerevisiae
ELO3,P40319,851087,target gene,Saccharomyces cerevisiae
TRS20,P38334,852556,target gene,Saccharomyces cerevisiae
ATG4,P53867,855498,target gene,Saccharomyces cerevisiae
CCT6,P39079,851768,target gene,Saccharomyces cerevisiae
ROT1,Q03691,855240,target gene,Saccharomyces cerevisiae
BFA1,P47113,853513,target gene,Saccharomyces cerevisiae
YL334_YEAST,Q06127,-,target gene,Saccharomyces cerevisiae
RPB3,P16370,854791,target gene,Saccharomyces cerevisiae
LOT5,P34234,853652,target gene,Saccharomyces cerevisiae
STP22,P25604,850349,target gene,Saccharomyces cerevisiae
FET4,P40988,855369,target gene,Saccharomyces cerevisiae
RPL3,P14126,854229,target gene,Saccharomyces cerevisiae
YCR5_YEAST,P25352,-,target gene,Saccharomyces cerevisiae
SSK22,P25390,850436,target gene,Saccharomyces cerevisiae
KAP122,P32767,852868,target gene,Saccharomyces cerevisiae
RFM1,Q12192,854453,target gene,Saccharomyces cerevisiae
NIP100,P33420,855929,target gene,Saccharomyces cerevisiae
ABF1,P14164,853748,transcription factor,Saccharomyces cerevisiae
GPI1,P53306,853130,target gene,Saccharomyces cerevisiae
FRE4,P53746,855797,target gene,Saccharomyces cerevisiae
MRP21,P38175,852188,target gene,Saccharomyces cerevisiae
ERG6,P25087,855003,target gene,Saccharomyces cerevisiae
PRM3,Q08931,855909,target gene,Saccharomyces cerevisiae
RPN13,O13563,851140,target gene,Saccharomyces cerevisiae
UBP2,Q01476,854291,target gene,Saccharomyces cerevisiae
RIM8,P53179,852837,target gene,Saccharomyces cerevisiae
GIT1,P25346,850462,target gene,Saccharomyces cerevisiae
FTH1,P38310,852506,target gene,Saccharomyces cerevisiae
SDS23,P53172,852824,target gene,Saccharomyces cerevisiae
NAF1,P53919,855599,target gene,Saccharomyces cerevisiae
DNL4,Q08387,854166,target gene,Saccharomyces cerevisiae
MPD1,Q12404,854462,target gene,Saccharomyces cerevisiae
YIQ5_YEAST,P40446,854641,target gene,Saccharomyces cerevisiae
YO098_YEAST,Q12496,854055,target gene,Saccharomyces cerevisiae
TUL1,P36096,853832,target gene,Saccharomyces cerevisiae
YD068_YEAST,Q07435,-,target gene,Saccharomyces cerevisiae
YNR4_YEAST,P53884,-,target gene,Saccharomyces cerevisiae
YM054_YEAST,Q3E809,1466497,target gene,Saccharomyces cerevisiae
YO012_YEAST,Q12351,854177,target gene,Saccharomyces cerevisiae
DIP5,P53388,855863,target gene,Saccharomyces cerevisiae
RPC10,P40422,856547,target gene,Saccharomyces cerevisiae
VPS20,Q04272,855101,target gene,Saccharomyces cerevisiae
HOS1,Q12214,856181,target gene,Saccharomyces cerevisiae
ASI1,P54074,855147,target gene,Saccharomyces cerevisiae
UGP1,P32861,853830,target gene,Saccharomyces cerevisiae
GAL2,P13181,850770,target gene,Saccharomyces cerevisiae
YAN2_YEAST,P0CI66,856620,target gene,Saccharomyces cerevisiae
ASG1,P40467,854676.0,transcription factor,Saccharomyces cerevisiae
YP084_YEAST,Q06821,856199,target gene,Saccharomyces cerevisiae
CYC1,P00044,853507,target gene,Saccharomyces cerevisiae
YJ047_YEAST,Q3E737,1466468,target gene,Saccharomyces cerevisiae
YLL53_YEAST,P0CD98,850673,target gene,Saccharomyces cerevisiae
AVT7,P40501,854721,target gene,Saccharomyces cerevisiae
YIC5_YEAST,P40542,-,target gene,Saccharomyces cerevisiae
AGP1,P25376,850333,target gene,Saccharomyces cerevisiae
FLC1,Q08967,855880,target gene,Saccharomyces cerevisiae
EXG1,P23776,851007,target gene,Saccharomyces cerevisiae
YO379_YEAST,Q08903,-,target gene,Saccharomyces cerevisiae
YE16_YEAST,P40101,856935,target gene,Saccharomyces cerevisiae
YO296_YEAST,Q08748,854471,target gene,Saccharomyces cerevisiae
TAT2,P38967,854139,target gene,Saccharomyces cerevisiae
YB40_YEAST,P38303,-,target gene,Saccharomyces cerevisiae
EMC1,P25574,850312,target gene,Saccharomyces cerevisiae
KRE9,P39005,853265,target gene,Saccharomyces cerevisiae
YC021_YEAST,Q96VH3,850338,target gene,Saccharomyces cerevisiae
SRP40,P32583,853967,target gene,Saccharomyces cerevisiae
YJU2C_YEAST,P39532,-,target gene,Saccharomyces cerevisiae
CLN2,P20438,855819,target gene,Saccharomyces cerevisiae
IRC3,Q06683,851932,target gene,Saccharomyces cerevisiae
INO1,P11986,853288,target gene,Saccharomyces cerevisiae
SPN1,Q06505,856251,target gene,Saccharomyces cerevisiae
YM182_YEAST,Q8TGS7,1466502,target gene,Saccharomyces cerevisiae
FAS2,P19097,855845,target gene,Saccharomyces cerevisiae
RRD2,Q12461,855951,target gene,Saccharomyces cerevisiae
AAD15,Q08361,853999,target gene,Saccharomyces cerevisiae
AAP_YEAST,P08521,854478,target gene,Saccharomyces cerevisiae
YMS4_YEAST,Q05131,855050,target gene,Saccharomyces cerevisiae
Q0182_YEAST,Q9ZZW1,-,target gene,Saccharomyces cerevisiae
YL366_YEAST,Q7LIF1,-,target gene,Saccharomyces cerevisiae
HIT1,P46973,853516,target gene,Saccharomyces cerevisiae
ART5,P53244,852960,target gene,Saccharomyces cerevisiae
SNL1,P40548,854796,target gene,Saccharomyces cerevisiae
ECM16,Q04217,855158,target gene,Saccharomyces cerevisiae
BCY1,P07278,854778,target gene,Saccharomyces cerevisiae
YN9D_YEAST,P53758,855814,target gene,Saccharomyces cerevisiae
YKE4,P40544,854789,target gene,Saccharomyces cerevisiae
VBA5,P36172,853980,target gene,Saccharomyces cerevisiae
PCF11,P39081,851814,target gene,Saccharomyces cerevisiae
XBP1,P40489,854706,transcription factor,Saccharomyces cerevisiae
ECM14,P38836,856533,target gene,Saccharomyces cerevisiae
YD521_YEAST,P87273,-,target gene,Saccharomyces cerevisiae
HTA2,P04912,852283,target gene,Saccharomyces cerevisiae
YL123_YEAST,Q12174,-,target gene,Saccharomyces cerevisiae
SEC20,P28791,852109,target gene,Saccharomyces cerevisiae
NRT1,Q08485,854237,target gene,Saccharomyces cerevisiae
YA056_YEAST,O13513,-,target gene,Saccharomyces cerevisiae
YIO1_YEAST,P40461,-,target gene,Saccharomyces cerevisiae
YPT35,P38815,856505,target gene,Saccharomyces cerevisiae
BTS1,Q12051,856036,target gene,Saccharomyces cerevisiae
PAF1,P38351,852582,target gene,Saccharomyces cerevisiae
CSE4,P36012,853817,target gene,Saccharomyces cerevisiae
KIP2,P28743,855948,target gene,Saccharomyces cerevisiae
HBT1,Q07653,851303,target gene,Saccharomyces cerevisiae
MEX67,Q99257,855934,target gene,Saccharomyces cerevisiae
YP229_YEAST,Q99395,855872,target gene,Saccharomyces cerevisiae
TEA1,P47988,854515,target gene,Saccharomyces cerevisiae
