Protein name	Uniprot ID	NCBI Gene ID	Function
Sgcz	Q8BX51	244431	target gene
1700086D15Rik	Q9D9E9	-	target gene
Nectin1	Q9JKF6	58235	target gene
Teddm2	Q208S0	240817	target gene
Tnfrsf19	Q9JLL3	29820	target gene
Zfat	Q7TS63	380993	target gene
Elp6	Q8BK75	72341	target gene
Ces4a	Q8R0W5	234677	target gene
Parp6	A0A1L1SQ23	-	target gene
Hrnr	E9QNP3	68723	target gene
Stra6	D3YUA2	-	target gene
Vmn2r10	K7N621	22307	target gene
Oas1b	V5IRT6	-	target gene
Xlr5b	A2BI49	-	target gene
Gpr137b	A0A1Y7VLJ5	83924	target gene
Tcof1	O08784	21453	target gene
Il17rd	Q8JZL1	171463	target gene
Gpm6b	P35803	14758	target gene
Rcn3	Q8BH97	52377	target gene
Foxn2	E9Q7L6	14236	target gene
Neb	E9Q1W3	17996	target gene
Pdcd1	Q02242	18566	target gene
1110057P08Rik	Q3V4B6	-	target gene
Vgll4	Q80V24	232334	target gene
Zfp512b	F6R5G3	-	target gene
Cacng4	Q9JJV4	54377	target gene
Aatk	B1AZF9	11302	target gene
Slc25a54	B1AUS6	74686	target gene
Stmn4	P63042	56471	target gene
Tcfl5	Q3V133	-	transcription factor and target gene
Nfx1	B1AY10	74164	target gene
Tlnrd1	Q9ERE8	80889	target gene
Gnat3	Q3V3I2	242851	target gene
Agbl2	Q8CDK2	271813	target gene
Igkv12-98	A0A075B5K9	-	target gene
1700016D06Rik	A0A087WQK3	-	target gene
Dennd3	A2RT67	105841	target gene
Fcho1	Q8K285	74015	target gene
Zfp982	A2A8Q4	-	target gene
Fam111a	Q9D2L9	107373	target gene
Tep1	P97499	21745	target gene
Kmt5b	Q3U8K7	225888	target gene
Sptbn4	D3YWH8	-	target gene
Commd1	Q8K4M5	17846	target gene
Ltk	P08923	17005	target gene
Zfx	P17012	22764	target gene
Mllt1	Q9ERL0	64144	target gene
H2-Eb1	P18468	-	target gene
Zar1	Q80SU3	317755	target gene
Prl2b1	Q9DAZ2	66392	target gene
Syngr1	O55100	20972	target gene
Sh3tc1	F6QD49	-	target gene
Dnajb6	O54946	23950	target gene
Otor	Q9JIE3	57329	target gene
Trak2	G3UZH5	-	target gene
Hoxc8	P09025	15426	transcription factor and target gene
Ankrd23	Q812A3	78321	target gene
Cog6	Q8BRB0	-	target gene
Lipi	F6YQT7	320355	target gene
Kcnu1	G3X9P7	16532	target gene
Cabin1	A0A1W2P819	-	target gene
Vrk2	Q8BN21	69922	target gene
Vcan	F7B603	-	target gene
Scap	Q6GQT6	235623	target gene
Hmgcll1	Q8JZS7	208982	target gene
Trpv4	Q9EPK8	63873	target gene
Snx3	D3Z6Z0	-	target gene
Spns1	Q8R0G7	73658	target gene
Ctnnal1	O88327	54366	target gene
Cfap61	A8Y5L4	-	target gene
Csrnp1	P59054	215418	target gene
Cacna1s	Q3UPG8	12292	target gene
Tcf7l2	Q924A0	21416	transcription factor and target gene
Skint5	K4DID5	-	target gene
Cd22	A0A087WR31	-	target gene
Gm136	Q3V037	214568	target gene
Acer2	Q8VD53	230379	target gene
Fam160b2	Q80YR2	239170	target gene
Gstp3	Q8VC73	225884	target gene
Cited1	P97769	12705	target gene
Trim17	Q7TPM3	56631	target gene
Cnnm3	Q32NY4	94218	target gene
Cdk9	Q99J95	107951	target gene
Cbl	P22682	12402	target gene
Trip12	G5E870	14897	target gene
Mindy1	Q76LS9	75007	target gene
Gpr160	Q3U3F9	71862	target gene
Slc17a3	G3UWD9	105355	target gene
Lrrcc1	E9PVL4	-	target gene
Hspa13	Q8BM72	110920	target gene
Gak	A0A0G2JFZ0	-	target gene
Rasgef1b	Q8JZL7	320292	target gene
Snap25	P60879	20614	target gene
Lrrd1	Q8C0R9	242838	target gene
Fut9	O88819	14348	target gene
4930455H04Rik	D3Z622	-	target gene
Tex35	A0A0R4J1P6	73435	target gene
Ccl27a	A2AMS5	-	target gene
Arhgap17	Q3UIA2	70497	target gene
Thoc1	Q8R3N6	225160	target gene
Stxbp4	Q9WV89	20913	target gene
Ostm1	Q8BGT0	14628	target gene
Fmnl1	Q9JL26	57778	target gene
Flywch1	Q8CI03	224613	target gene
Gm10570	F6VB42	-	target gene
Eif4h	Q9WUK2	22384	target gene
Klhl33	B7ZMY3	-	target gene
Otud1	Q9CUB6	71198	target gene
Elf5	Q8VDK3	13711	transcription factor and target gene
Ly6m	Q9CQ11	67038	target gene
Nsmce4a	G3XA30	67872	target gene
Sh3bp2	Q5U3L0	24055	target gene
Cngb1	A0A1D5RLZ4	-	target gene
Pfkfb3	A7UAK8	170768	target gene
Lmo1	Q924W9	109594	target gene
Prss51	E9PXD1	100504162	target gene
Clec4a3	A0A0N4SUX0	-	target gene
Igfbp2	P47877	16008	target gene
Snai1	Q02085	20613	transcription factor and target gene
Xkr7	Q5GH64	228787	target gene
Orm1	Q60590	18405	target gene
Adh7	Q64437	11529	target gene
Aldh16a1	A0A1B0GSU0	69748	target gene
Tex29	Q9DA77	75528	target gene
Slc7a15	Q50E62	328059	target gene
CX021_MOUSE	Q9D3J9	71398	target gene
Wsb1	O54927	78889	target gene
Plcb4	Q91UZ1	18798	target gene
Hsfy2	Q80Y37	71066	target gene
Selenoi	Q80TA1	28042	target gene
1700010I14Rik	Q3TTN6	66931	target gene
Dnah9	B1AR51	237806	target gene
Trps1	Q80V18	-	target gene
Psmd7	P26516	17463	target gene
Dnah10	F7ABZ6	-	target gene
Mpp3	B1AQF7	-	target gene
Ms4a2	P20490	14126	target gene
Poln	A0A0J9YTQ3	272158	target gene
Zfp142	G5E869	77264	target gene
Mmp27	D3YV89	-	target gene
Rnf2	Q9CQJ4	19821	transcription factor and target gene
Pank2	V9GX56	-	target gene
Nlgn1	Q99K10	192167	target gene
Ceacam12	Q3V2Q3	67315	target gene
Adipor1	Q91VH1	72674	target gene
Med13l	A0A0J9YUA8	76199	target gene
B4galnt4	Q766D5	330671	target gene
Chn2	Q80XD1	69993	target gene
Snw1	A0A0B4J1E2	66354	target gene
Serpina11	H3BJV3	-	target gene
Lifr	P42703	16880	target gene
Pcnx2	Q5DU28	270109	target gene
Insc	G3UW77	233752	target gene
Vamp8	A0A0U1RPE8	-	target gene
Nckap5	Q6NZK2	210356	target gene
Hoxd1	Q01822	15429	target gene
Zfp688	A0A0U1RPJ1	-	target gene
Mpzl2	F6RG10	14012	target gene
Tmtc4	Q8BG19	70551	target gene
Dmpk	P54265	13400	target gene
Prkra	Q9WTX2	23992	target gene
Gimap9	G3X987	317758	target gene
Igf2bp3	Q9CPN8	140488	target gene
Ctnnb1	Q02248	12387	transcription factor and target gene
Phxr4	P15974	-	target gene
Timp3	P39876	21859	target gene
Calcoco2	A2A6M5	76815	target gene
Umod	Q91X17	22242	target gene
Nr3c1	E9Q310	-	target gene
Ampd2	Q9DBT5	109674	target gene
Gm5415	E9PXF3	408191	target gene
Ankib1	Q6ZPS6	70797	target gene
Mvk	Q9R008	17855	target gene
Xpnpep3	B7ZMP1	321003	target gene
Igk	A0A125T908	-	target gene
Tlk2	O55047	24086	target gene
Dock7	A2AW79	-	target gene
Stbd1	Q8C7E7	52331	target gene
Scaf11	E9PZM7	72193	target gene
Spef1	Q99JL1	70997	target gene
Stard3	Q61542	59045	target gene
Nudcd1	Q6PIP5	67429	target gene
Hopx	Q8R1H0	74318	target gene
Gm10267	Q6IE31	-	target gene
Lratd1	A0A0R4J012	105005	target gene
Xab2	Q9DCD2	67439	target gene
Igh	Q91Z07	-	target gene
Shoc1	A2ALV5	100155	target gene
Usp14	Q9JMA1	59025	target gene
Hbs1l	J3KMK0	-	target gene
Ccdc13	D3YV10	100502861	target gene
Tox2	F6XVL5	-	target gene
Cyp2d26	A0A2R8VI97	-	target gene
Kcnn1	A0A1D5RLR9	-	target gene
Ovos	Q3UU35	232400	target gene
Fzd9	Q9R216	14371	target gene
Nlrp6	Q91WS2	101613	target gene
Nedd4	P46935	17999	target gene
Atp7a	Q64430	11977	target gene
Maml1	Q6T264	103806	target gene
Robo2	E9Q6A0	-	target gene
Anks1b	S4R1W3	-	target gene
Psmd12	Q9D8W5	66997	target gene
Tprkb	Q8QZZ7	69786	target gene
Calml3	Q9D6P8	70405	target gene
Gp2	A0A0R4J0B9	67133	target gene
Sec24b	F6VJC5	-	target gene
Kcnk15	A2AHD2	-	target gene
Ccdc88c	Q6VGS5	68339	target gene
Lrif1	Q8CDD9	321000	target gene
Cisd1	Q91WS0	52637	target gene
Slc4a7	A0A286YDK8	-	target gene
Cyp4f15	Q99N18	106648	target gene
Zfp952	B0V2W4	240067	target gene
Olfr347	Q8VGK2	258945	target gene
Irgc1	D3Z720	210145	target gene
Gm3435	F6UWZ4	100041621	target gene
Ment	Q569E4	229588	target gene
Olfr95	Q8VFE2	258506	target gene
Fgfr3	A0A0J9YUX1	-	target gene
Gm3138	K7N754	-	target gene
Gm14393	A2ARW5	664987,665001	target gene
Net1	Q9Z206	56349	target gene
Dao	Q91WH3	13142	target gene
Mastl	Q8C0P0	67121	target gene
Lims1	Q9D7B2	110829	target gene
Huwe1	Q7TMY8	59026	target gene
Crebbp	F8VPR5	12914	target gene
CD054_MOUSE	E0CYV9	102634333	target gene
Cyp2f2	P33267	13107	target gene
Fam161a	A0A140LHD1	-	target gene
Tnfrsf1a	P25118	21937	target gene
Upp2	Q8CGR7	76654	target gene
Etfb	Q9DCW4	110826	target gene
Sept1	P42209	54204	target gene
Svs6	Q9D268	20945	target gene
Adgra3	Q7TT36	70693	target gene
Dmrtc1c1	Q9D410	668357,71083	target gene
Dgcr6	Q80ZS8	-	target gene
Chat	Q8BQV2	12647	target gene
Defb23	Q30KP0	629114	target gene
Olfr1312	Q8VF10	258359	target gene
Cwc25	Q9DBF7	67480	target gene
Ndufv3	Q8BK30	78330	target gene
Irf4	Q64287	16364	transcription factor and target gene
Vps13d	F6XI52	-	target gene
Enpp1	G3X9S2	18605	target gene
Actc1	P68033	11464	target gene
Cald1	E9Q0M9	-	target gene
Defb37	Q7TMD2	353320	target gene
Lmtk2	Q3TYD6	231876	target gene
Znf638	Q61464	18139	target gene
Tshb	E9Q4F3	22094	target gene
Zranb2	Q9R020	53861	target gene
Mcf2l	F6VR53	-	target gene
Pqlc2	Q8C4N4	212555	target gene
Chit1	Q9D7Q1	71884	target gene
Dppa3	Q8QZY3	73708	target gene
Mrpl1	Q99N96	94061	target gene
B630019K06Rik	Q7TNS5	-	target gene
Dkk1	O54908	13380	target gene
Tmem167a	Q9CR64	66074	target gene
Ppp1r37	Q8BKR5	232947	target gene
Wdr89	Q9D0R9	72338	target gene
Cdc40	Q9DC48	71713	target gene
9230019H11Rik	Q3UW27	-	target gene
Olfr263	Q7TQT8	18341	target gene
Hecw2	Q6I6G8	329152	target gene
Nos2	P29477	18126	target gene
Srsf11	Q3UIX4	69207	target gene
Prag1	Q571I4	244418	target gene
Nek4	Q9Z1J2	23955	target gene
Rassf5	Q5EBH1	54354	target gene
Eif4g3	A2AMI2	230861	target gene
Tex13b	Q99MW5	83555	target gene
Vmn1r33	Q8R2E0	171187	target gene
Plek	Q9JHK5	56193	target gene
Olfr721-ps1	A0A140T8T9	-	target gene
Zfyve27	Q3TXX3	319740	target gene
Tctex1d4	Q8CDY7	242646	target gene
Kmt5a	A0A0G2JFK5	67956	target gene
H2-Bl	V9GWS8	-	target gene
Mrgpra4	Q91WW2	235854	target gene
Pten	O08586	19211	target gene
Map4k4	A0A0A6YVZ8	-	target gene
Wnk2	F6SRP4	-	target gene
Gm12248	A0A1W2P6W1	-	target gene
Gp1ba	O35930	14723	target gene
Rhox7a	A2A4F1	547168	target gene
Habp2	F7D2A6	-	target gene
Erlin1	E9PVM2	-	target gene
Faah	O08914	14073	target gene
Fkbpl	O35450	56299	target gene
Tmprss15	P97435	19146	target gene
Bnc1	F8VPY0	12173	target gene
Nr3c2	D6RIL1	-	target gene
Exoc3l2	E9Q180	-	target gene
Akap9	A0A140T8S1	-	target gene
Cyp11b2	P15539	13072	target gene
Scnn1g	Q9WU39	20278	target gene
Mical2	Q8BML1	320878	target gene
Ttc12	Q8BW49	235330	target gene
Arpc4	P59999	68089	target gene
BC024139	E9Q3A6	-	target gene
Ung	P97931	22256	target gene
Ucma	Q14BU0	68527	target gene
Olfr677	Q8VF06	258355	target gene
Kcnj10	Q9JM63	16513	target gene
Pik3r3	Q64143	18710	target gene
Mobp	Q9D2P8	17433	target gene
Glis2	Q8VDL9	83396	transcription factor and target gene
Creld2	Q9CYA0	76737	target gene
Pwwp2b	Q3TYY8	101631	target gene
Smim20	D3Z7Q2	66278	target gene
Mtx3	D3YTP3	382793	target gene
Zfp788	Q8BUQ3	67607	target gene
Nr1h4	Q60641	20186	transcription factor and target gene
Cfap36	Q8C6E0	216618	target gene
Arhgef2	Q60875	16800	target gene
Foxn4	Q8K3Q3	116810	transcription factor and target gene
Prg4	E0CZ58	96875	target gene
Gm13723	A0A1L1SUP2	-	target gene
Grik1	F6QF13	-	target gene
Csde1	Q91W50	229663	target gene
Prkab2	Q6PAM0	108097	target gene
Comt	O88587	12846	target gene
Prrx2	A2APZ7	20204	target gene
Wt1	F6VXG5	-	target gene
Cldn23	Q9D7D7	71908	target gene
Cox11	Q6P8I6	69802	target gene
Gucy2d	A0A0U1RPR8	14918	target gene
Lct	Q5XLR9	-	target gene
Prdm1	Q60636	12142	transcription factor and target gene
Rnf182	Q8C432	328234	target gene
Kat6b	Q8BRB7	54169	target gene
Pdhx	Q8BKZ9	27402	target gene
Mfsd4b5	E9Q694	-	target gene
Bop1	P97452	12181	target gene
Piwil2	Q8CDG1	57746	target gene
Cbs	Q91WT9	12411	target gene
Dlgap1	Q9D415	224997	target gene
Mylk3	Q3UIZ8	213435	target gene
Sapcd1	Q9CY86	78376	target gene
Pom121l12	A0A1B0GSJ4	432536	target gene
Ftsj1	Q8JZY1	54632	target gene
Akirin2	B1AXD8	433693	target gene
Larp1b	Q9D423	-	target gene
Map6	Q7TSJ2	17760	target gene
Pkp1	P97350	18772	target gene
Otc	P11725	18416	target gene
Fbxl4	Q8BH70	269514	target gene
Reep1	Q8BGH4	52250	target gene
CJ053_MOUSE	Q3KNL4	67085	target gene
Slc6a21	Q3V0K1	76713	target gene
L1cam	Q6PGJ3	16728	target gene
Slc5a1	Q9QXI6	20537	target gene
Tph1	P17532	21990	target gene
Crx	O54751	12951	transcription factor and target gene
Lamb2	Q61292	16779	target gene
Gpr183	Q3U6B2	321019	target gene
Lhfpl6	Q8BM86	108927	target gene
Riox2	Q8CD15	67014	target gene
Nmd3	Q99L48	97112	target gene
-	A0A0R4J1Z7	-	target gene
Zfp345	A2AQA1	545471	target gene
Phf24	Q80TL4	230085	target gene
Lmo7	E0CZD8	-	transcription factor and target gene
Samd4a	Q8CBY1	74480	target gene
Dctd	G3UYS1	-	target gene
Inpp5e	Q9JII1	64436	target gene
Ddit4	Q9D3F7	74747	target gene
Lpin1	A0A1Y7VLN4	14245	target gene
Mtmr3	R4GML8	-	target gene
Lilra6	A0A0U1RP96	-	target gene
Tcf25	Q8R3L2	66855	target gene
Sval3	Q76I99	387564	target gene
Acoxl	Q9DBS4	74121	target gene
Kcnn1	A0A1D5RLS4	-	target gene
Rnf39	G3UXJ0	-	target gene
Fbxw2	A2AUG1	-	target gene
Cttnbp2nl	Q99LJ0	80281	target gene
Dtx4	Q6PDK8	207521	target gene
Slc29a2	Q61672	13340	target gene
Olfr1309	Q8VF83	258439	target gene
C1qtnf12	Q8R2Z0	67389	target gene
Lipo2	D3YY49	101055671	target gene
1700012B07Rik	Q9DAE9	69324	target gene
Podn	Q7TQ62	242608	target gene
Kantr	A0A1W2P7I0	-	target gene
Eif4g3	Z4YKC4	-	target gene
Lmntd1	Q9D4C1	74071	target gene
Anks1b	S4R2I2	77531	target gene
CP046_MOUSE	Q8BHB7	69528	target gene
Clta	B1AWD9	12757	target gene
4933427D06Rik	Q8CDD1	-	target gene
Khdc4	Q3TCX3	74200	target gene
Igfbp4	P47879	16010	target gene
Robo3	A0A1L1SU85	-	target gene
Wrap73	Q9JM98	59002	target gene
Ift88	G3X9Z7	21821	target gene
Mettl15	Q9DCL4	76894	target gene
Rbak	Q8BQC8	57782	target gene
Snx16	Q8C080	74718	target gene
Cmc2	Q8K199	66531	target gene
C130050O18Rik	F7AVJ9	-	target gene
Trim13	Q9CYB0	66597	transcription factor and target gene
Mtnr1b	Q3SXF8	244701	target gene
Lmbrd1	Q8K0B2	68421	target gene
Rapsn	P12672	19400	target gene
Cacna1g	Q5SUG3	12291	target gene
Gaa	P70699	14387	target gene
Adck2	F6QFE9	-	target gene
Dicer1	A0A1Y7VJD6	-	target gene
Atp5mc1	Q9CR84	11951	target gene
Acss1	Q99NB1	68738	target gene
F8	Q06194	14069	target gene
Lhx2	Q9Z0S2	16870	transcription factor and target gene
Gm11639	A0A1D5RLM8	-	target gene
Pax6	P63015	18508	transcription factor and target gene
Arap3	Q8R5G7	106952	target gene
Wdr48	Q8BH57	67561	target gene
Eif4g3	A0A0N4SVL0	-	target gene
Gm7361	D3Z6R1	664837	target gene
Pde4b	G3UZY9	-	target gene
Atp12a	Q9Z1W8	192113	target gene
Eya3	P97480	14050	target gene
Ehd2	Q8BH64	259300	target gene
Sdr16c6	Q05A13	242286	target gene
Defb9	Q8R2I6	246079	target gene
Znfx1	Q8R151	98999	target gene
Ncf2	O70145	17970	target gene
Cmklr1	P97468	14747	target gene
Gdf5	P43027	14563	target gene
Atp8b1	Q148W0	54670	target gene
Ido2	Q8R0V5	209176	target gene
-	J3QME6	-	target gene
Cmc1	Q9CPZ8	67899	target gene
Fam91a1	Q3UVG3	210998	target gene
Olfr202	Q8VGQ3	258997	target gene
Ebi3	O35228	50498	target gene
Gm10113	Q8CE57	-	target gene
Spata24	Q6P926	71242	target gene
Plin5	Q8BVZ1	66968	target gene
Nras	Q9D091	18176	target gene
Ddx10	Q80Y44	77591	target gene
Agxt	O35423	11611	target gene
Aph1b	Q8C7N7	208117	target gene
Cdc20b	M0QWC6	-	target gene
Tmprss12	Q3V0Q7	75002	target gene
Nceh1	Q8BLF1	320024	target gene
Gfral	Q6SJE0	404194	target gene
Mcm2	P97310	17216	target gene
Lrrfip2	A0A1L1SQW1	-	target gene
Tbxt	P20293	20997	transcription factor and target gene
Sepsecs	Q6P6M7	211006	target gene
Jakmip3	Q5DTN8	74004	target gene
Tcrg-C1	A0A075B5Z0	-	target gene
Abcb9	Q9JJ59	56325	target gene
Ptpn9	O35239	56294	target gene
-	Q8CFN8	-	target gene
Tff2	Q03404	-	target gene
Fgl2	P12804	14190	target gene
Foxb1	Q64732	64290	target gene
Ccdc66	Q6NS45	320234	target gene
Csf3r	P40223	12986	target gene
Srgap3	E9QN14	259302	target gene
Exosc9	Q9JHI7	50911	target gene
Slc14a1	Q8VHL0	108052	target gene
Erp27	Q9D8U3	69187	target gene
Dot1l	F7CVL0	-	transcription factor and target gene
Prkar1a	Q9DBC7	19084	target gene
Rsph10b	Q9CUJ3	-	target gene
Pkhd1	Q8K3J6	-	target gene
Hbb-b2	Q9QUN8	-	target gene
Obscn	Z4YJE4	-	target gene
Retnla	Q9EP95	57262	target gene
Rgsl1	V9GXV7	-	target gene
Lrmp	F6VUK8	-	target gene
Zscan10	Q3URR7	332221	transcription factor and target gene
Igf1	P05017	16000	target gene
C1qbp	O35658	-	target gene
Fbxl17	Q9QZN1	50758	target gene
Nbeal1	F7BJ98	-	target gene
Nrg1	A0A140LJ88	-	target gene
Pkn2	Q8BWW9	109333	target gene
Aff3	F8WJA7	-	target gene
Cage1	Q5IR70	71213	target gene
Lrrfip2	A0A1L1SVG1	-	target gene
4921530L21Rik	Q9CQ47	66732	target gene
Zfp934	A0A1Y7VKB4	77117	target gene
Gcat	O88986	26912	target gene
Dtwd1	Q9D8U7	69185	target gene
Dram1	Q9DC58	71712	target gene
Iah1	Q9DB29	67732	target gene
Olfr769	Q8K501	257667	target gene
F12	Q80YC5	58992	target gene
Vmn2r43	Q80Z08	381838	target gene
Cox15	Q8BJ03	226139	target gene
Cenps	Q9D084	69928	target gene
Cpsf4l	G3UWW6	52670	target gene
Atp9b	A0A286YDR0	-	target gene
Nudt11	P0C028	102954,58242	target gene
Tshz1	Q5DTH5	110796	target gene
Rpp25	Q91WE3	102614	target gene
Ano3	A2AHL1	228432	target gene
Igkv1-88	A0A140T8N1	-	target gene
Zfp119b	Q8K0G9	240120	target gene
Vcl	Q64727	22330	target gene
Papolb	A1L349	56522	target gene
R3hdm2	Q80TM6	71750	target gene
Syndig1l	Q3USQ7	627191	target gene
Gm5617	Q91VN2	434402	target gene
Aatk	Q80YE4	11302	target gene
Kpna3	O35344	16648	target gene
Poc1a	Q8JZX3	70235	target gene
Snx8	Q8CFD4	231834	target gene
Dock7	A2A9M4	67299	target gene
Hivep2	Q3UHF7	15273	transcription factor and target gene
Gm7347	D3YYI9	664804	target gene
Crebbp	A0A0U1RP46	-	target gene
Map3k20	Q9ESL4	65964	target gene
Tdgf1	A0A0G2JG22	-	target gene
Csnk1g2	Q8BVP5	103236	target gene
Pi15	A0A0R4J126	94227	target gene
Cma2	A0A2I3BR33	545055	target gene
Ankrd55	Q8BLD6	77318	target gene
Actl10	A2AKE7	70362	target gene
Zfp950	O88244	-	target gene
Impa1	D3Z703	-	target gene
Rhebl1	Q9D8T3	69159	target gene
Wdr17	Q9CXX5	-	target gene
Pde6a	P27664	-	target gene
Olfr165	Q78MG2	-	target gene
Agpat3	Q9D517	28169	target gene
Rgs4	Q5D078	19736	target gene
Tent4b	E9QJT6	214627	target gene
Cfap45	E0CXK5	-	target gene
Mxra7	Q9CZH7	67622	target gene
Gm12248	A0A1W2P846	-	target gene
Adgrg1	Q8K209	14766	target gene
Zbtb16	A3KMN0	-	transcription factor and target gene
BC067074	F6Z6Y0	-	target gene
Peli2	A0A2I3BQT4	-	target gene
Cnnm2	Q3TWN3	94219	target gene
Gm94	Q3V2D2	225443	target gene
Dgkh	A0A2I3BQA6	-	target gene
Vmn2r2	L7N1Z7	100125586	target gene
Olfr414	E9Q5P8	258756	target gene
Ifnl3	Q8CGK6	338374	target gene
Dmbt1	A0A140LI59	-	target gene
1500009C09Rik	D3YWK9	-	target gene
H2-M1	Q31200	224756	target gene
Olfr523	Q7TRU1	-	target gene
Anks6	Q6GQX6	75691	target gene
Pkhd1	Q3UNU5	-	target gene
Thoc6	Q5U4D9	386612	target gene
Mtbp	Q8BJS8	105837	target gene
Elmo2	Q8BHL5	140579	target gene
Pof1b	Q8K4L4	69693	target gene
Tfeb	Q9R210	21425	target gene
Npffr1	E9Q468	237362	target gene
Acad12	D3Z2B3	-	target gene
A530084C06Rik	Q3UTW2	-	target gene
Dot1l	E9Q6I8	-	transcription factor and target gene
Adam10	O35598	11487	target gene
Fam171b	Q14CH0	241520	target gene
Tra2a	E9QP00	101214	target gene
Pla2g7	Q60963	27226	target gene
Gmnc	Q3URY2	239789	target gene
Kif6	E0CXK4	-	target gene
Ly9	Q01965	17085	target gene
Gm14151	A2AQX6	381390,433486	target gene
Clec3b	Q8CFZ6	21922	target gene
Cacna1i	F7BQ85	-	target gene
Ssbp2	Q9CYZ8	66970	target gene
Fmr1	D3Z6U8	-	target gene
Pgap3	A2A559	320655	target gene
Ankrd36	Q5QNR4	-	target gene
Prkce	P16054	18754	target gene
Pfkfb1	P70266	18639	target gene
B4galnt3	Q6L8S8	330406	target gene
Emilin1	Q99K41	100952	target gene
Orai2	Q8BH10	269717	target gene
Egfl7	E9Q4M7	-	target gene
Mamld1	P0C6A2	333639	target gene
Rtn4ip1	D3Z792	-	target gene
Wdr19	Q3UGF1	213081	target gene
Tank	P70347	21353	target gene
Pde3b	Q61409	18576	target gene
Ugt2b38	Q91WH2	100559	target gene
Lrmp	F6WLY0	-	target gene
Olfr171	G5E8J1	258960	target gene
Cmbl	Q8R1G2	69574	target gene
Ctdnep1	Q3TP92	67181	target gene
Pigl	Q5SX19	327942	target gene
Efnb1	P52795	13641	target gene
Fn1	P11276	14268	target gene
Cpe	Q00493	12876	target gene
Anapc15-ps	A0A140T8L6	-	target gene
Olfr322	Q5NCC8	404346	target gene
Alkbh8	Q80Y20	67667	target gene
Tns1	A0A087WR29	-	target gene
Klb	Q99N32	83379	target gene
Pcmt1	E0CYF2	-	target gene
C330021F23Rik	Q8C7T0	546049	target gene
Wdr43	Q6ZQL4	72515	target gene
CI135_MOUSE	Q9CQC3	67483	target gene
Mettl21A	Q9CQL0	67099	target gene
Mapk6	Q61532	50772	target gene
Klhl1	Q9JI74	93688	target gene
Rag1	P15919	19373	target gene
Rfc5	Q9D0F6	72151	target gene
Talpid3	E9PV87	76967	target gene
Ucp3	P56501	22229	target gene
Cad	B2RQC6	69719	target gene
Arhgap32	Q811P8	330914	target gene
H2al1o	L7MU04	333452	target gene
Tnfsf18	Q7TS55	240873	target gene
Dact2	Q7TN08	240025	target gene
Dnah9	F7DC70	-	target gene
Cyp3a25	O09158	56388	target gene
Sptlc2	P97363	20773	target gene
Tst	P52196	22117	target gene
Mpl	Q08351	17480	target gene
CX040_MOUSE	Q9D1F3	68618	target gene
Tbc1d12	E9QQ68	209478	target gene
Olfr933	Q9EQA0	258433	target gene
Tm9sf2	P58021	68059	target gene
Stra6	E9QAQ2	-	target gene
Larp4	A0A2R8VKL5	207214	target gene
Tarbp1	E9Q368	212728	target gene
Gtpbp2	Q3UJK4	56055	target gene
Igkv6-32	A0A140T8N9	-	target gene
5730596B20Rik	Q8BQ08	-	target gene
Chm	Q3UR39	12662	target gene
Kcnn3	P58391	140493	target gene
Fkbp3	Q62446	30795	target gene
Man2c1	Q91W89	73744	target gene
Gapdhs	S4R2G5	14447	target gene
Slc46a3	Q9DC26	71706	target gene
Pak1	A0A0U1RQ87	-	target gene
Synj1	D3Z656	104015	target gene
Kif15	Q6P9L6	209737	target gene
Timp2	B1AQJ3	-	target gene
Ralgapa2	A3KGS3	241694	target gene
Slc52a3	Q9D6X5	69698	target gene
Mdc1	E9QK89	240087	target gene
Abca6	Q8K441	76184	target gene
Hephl1	Q3V1H3	244698	target gene
Tmem170a	Q9D342	66817	target gene
Tpbg	Q9Z0L0	21983	target gene
AU018091	E9PWS4	245128	target gene
Sfmbt2	Q3UH63	353282	target gene
Pip4k2b	Q80XI4	108083	target gene
Nr3c2	D3Z7J4	-	target gene
Kansl2	Q8BQR4	69612	target gene
Sycp2l	A0A0M3U1B0	637277	target gene
Utrn	A0A1W2P7C0	22288	target gene
Htr3a	Q8K1F4	15561	target gene
Cox16	Q9CR63	66272	target gene
Ermp1	Q3UVK0	226090	target gene
Lrrc36	Q3V0M2	270091	target gene
Ahnak2	E9PYB0	-	target gene
Slc4a7	A0A286YCS4	-	target gene
Sestd1	Q80UK0	228071	target gene
Kdm5a	Q3UXZ9	214899	target gene
Amh	P27106	-	target gene
Zfp738	H3BJN0	-	target gene
Rsc1a1	Q9ER99	69994	target gene
Cabp2	G5E8W3	29866	target gene
Phip	A0A087WR26	-	target gene
Tead4	F6ULG6	-	target gene
Fam83f	A0A0R4J033	213956	target gene
Mybl1	A0A0R4J132	17864	target gene
Rap1gds1	Q3TU36	229877	target gene
Sprr2a1	Q9CQK8	100042514,100303744,20755	target gene
Txlnb	Q8VBT1	378431	target gene
Rusc2	G3UXJ5	-	target gene
Cfap97d2	G3UW36	403185	target gene
Dmd	P11531	13405	target gene
Tead4	A0A0R4IZY5	-	target gene
Olfr519	K7N645	-	target gene
Cd200r1	Q9ES57	57781	target gene
Cenpw	Q3URR0	66311	target gene
Olfr1494	Q8VGP8	258992	target gene
Tpd52	Q62393	21985	target gene
Fgr	P14234	14191	target gene
Plk4	Q64702	20873	target gene
Zfp114	Q3UTF4	232966	target gene
